key,key_display_name,count,fr_share,total,year
https://openalex.org/I78744979,University of La Rochelle,50,0.34,14583,2012
https://openalex.org/I2801997478,European Synchrotron Radiation Facility,49,0.33,14583,2012
https://openalex.org/I3132279224,Institut Supérieur de l'Électronique et du Numérique,49,0.33,14583,2012
https://openalex.org/I4210159731,Laboratoire de Recherche en Informatique de Paris 6,49,0.33,14583,2012
https://openalex.org/I126425946,European University of Brittany,48,0.32,14583,2012
https://openalex.org/I84500057,Toulouse Mathematics Institute,48,0.32,14583,2012
https://openalex.org/I99464096,KU Leuven,48,0.32,14583,2012
https://openalex.org/I4210099416,"Laboratory of Computing, Modelling and Optimization of the Systems",47,0.32,14583,2012
https://openalex.org/I265217849,IFP Énergies nouvelles,46,0.31,14583,2012
https://openalex.org/I4210143836,Clermont Université,46,0.31,14583,2012
https://openalex.org/I51101395,Université Paris 1 Panthéon-Sorbonne,46,0.31,14583,2012
https://openalex.org/I28221208,Institut National des Sciences Appliquées de Rennes,45,0.3,14583,2012
https://openalex.org/I3019848993,Mines Saint-Étienne,45,0.3,14583,2012
https://openalex.org/I4210100761,Laboratoire de Tribologie et Dynamique des Systèmes,45,0.3,14583,2012
https://openalex.org/I47508984,Imperial College London,45,0.3,14583,2012
https://openalex.org/I48825208,Paris 8 University,45,0.3,14583,2012
https://openalex.org/I4210106545,Research Centre Inria Sophia Antipolis - Méditerranée,44,0.3,14583,2012
https://openalex.org/I4210115519,Centre de Recherche en Informatique,44,0.3,14583,2012
https://openalex.org/I4210148559,National Institute of Advanced Technologies of Brittany,44,0.3,14583,2012
https://openalex.org/I35440088,ETH Zurich,43,0.29,14583,2012
https://openalex.org/I4210104693,STMicroelectronics (France),43,0.29,14583,2012
https://openalex.org/I45129253,University College London,43,0.29,14583,2012
https://openalex.org/I53262699,École Nationale Supérieure de Mécanique et des Microtechniques,43,0.29,14583,2012
https://openalex.org/I61641377,Polytechnic University of Bucharest,43,0.29,14583,2012
https://openalex.org/I142631665,École des Ponts ParisTech,42,0.28,14583,2012
https://openalex.org/I157674565,University of Liège,42,0.28,14583,2012
https://openalex.org/I4210122476,UMR Territoires,42,0.28,14583,2012
https://openalex.org/I4210157089,Laboratoire de l'Intégration du Matériau au Système,42,0.28,14583,2012
https://openalex.org/I68368234,Center for Research and Advanced Studies of the National Polytechnic Institute,42,0.28,14583,2012
https://openalex.org/I9617848,Universitat Politècnica de Catalunya,42,0.28,14583,2012
https://openalex.org/I4210106479,"Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis",41,0.28,14583,2012
https://openalex.org/I4210145724,Centre d'Etudes et De Recherche en Informatique et Communications,41,0.28,14583,2012
https://openalex.org/I141576021,University of Le Havre,40,0.27,14583,2012
https://openalex.org/I4210115196,Laboratoire d’Informatique Fondamentale de Marseille,40,0.27,14583,2012
https://openalex.org/I4210125985,Institut Fresnel,40,0.27,14583,2012
https://openalex.org/I4210127166,Inria Nancy - Grand-Est research centre,40,0.27,14583,2012
https://openalex.org/I93860229,Politecnico di Milano,40,0.27,14583,2012
https://openalex.org/I1301102746,Renault (France),39,0.26,14583,2012
https://openalex.org/I22248866,Agro ParisTech,39,0.26,14583,2012
https://openalex.org/I277688954,University of Paris-Saclay,39,0.26,14583,2012
https://openalex.org/I4210101348,Inria Grenoble - Rhône-Alpes research centre,39,0.26,14583,2012
https://openalex.org/I4210123471,"Institute of Electronics, Microelectronics and Nanotechnology",39,0.26,14583,2012
https://openalex.org/I4210165697,Laboratoire de Génie Électrique de Grenoble,39,0.26,14583,2012
https://openalex.org/I4210166510,Laboratoire Parole et Langage,39,0.26,14583,2012
https://openalex.org/I143002897,Université de Toulon,38,0.26,14583,2012
https://openalex.org/I183935753,King's College London,38,0.26,14583,2012
https://openalex.org/I40120149,University of Oxford,38,0.26,14583,2012
https://openalex.org/I4210142724,Centrale Marseille,38,0.26,14583,2012
https://openalex.org/I5023651,McGill University,38,0.26,14583,2012
https://openalex.org/I70900168,Université Savoie Mont Blanc,37,0.25,14583,2012
https://openalex.org/I187986737,Collège de France,36,0.24,14583,2012
https://openalex.org/I2802931824,Institut Pprime,36,0.24,14583,2012
https://openalex.org/I4210161954,Département d'Informatique,36,0.24,14583,2012
https://openalex.org/I95674353,Université Catholique de Louvain,36,0.24,14583,2012
https://openalex.org/I4210100433,Laboratoire de Psychologie et NeuroCognition,35,0.24,14583,2012
https://openalex.org/I4210108471,Le Mans Université,35,0.24,14583,2012
https://openalex.org/I1294671590,French National Centre for Scientific Research,3765,24.33,15472,2013
https://openalex.org/I1326498283,French Institute for Research in Computer Science and Automation,1071,6.92,15472,2013
https://openalex.org/I39804081,Sorbonne Université,573,3.7,15472,2013
https://openalex.org/I204730241,Université Paris Cité,560,3.61,15472,2013
https://openalex.org/I154526488,Inserm,497,3.21,15472,2013
https://openalex.org/I100532134,Claude Bernard University Lyon 1,488,3.15,15472,2013
https://openalex.org/I4210145102,Institut Polytechnique de Paris,453,2.92,15472,2013
https://openalex.org/I899635006,Université Grenoble Alpes,419,2.7,15472,2013
https://openalex.org/I2738703131,Atomic Energy and Alternative Energies Commission,396,2.55,15472,2013
https://openalex.org/I21491767,Aix-Marseille University,348,2.24,15472,2013
https://openalex.org/I134560555,Université Toulouse III - Paul Sabatier,330,2.13,15472,2013
https://openalex.org/I90183372,Université de Lorraine,330,2.13,15472,2013
https://openalex.org/I17866349,Université de Toulouse,323,2.08,15472,2013
https://openalex.org/I102475099,Supélec,316,2.04,15472,2013
https://openalex.org/I102197404,University of Paris-Sud,302,1.95,15472,2013
https://openalex.org/I4210124956,Grenoble Images Parole Signal Automatique,302,1.95,15472,2013
https://openalex.org/I4210160189,Institut Polytechnique de Bordeaux,272,1.75,15472,2013
https://openalex.org/I15057530,University of Bordeaux,253,1.63,15472,2013
https://openalex.org/I106785703,Grenoble Institute of Technology,228,1.47,15472,2013
https://openalex.org/I2279609970,University of Lille,227,1.46,15472,2013
https://openalex.org/I12356871,Télécom Paris,222,1.43,15472,2013
https://openalex.org/I205703379,Institut Mines-Télécom,220,1.42,15472,2013
https://openalex.org/I177483745,Joseph Fourier University,217,1.4,15472,2013
https://openalex.org/I19894307,University of Montpellier,212,1.37,15472,2013
https://openalex.org/I56067802,University of Rennes,199,1.28,15472,2013
https://openalex.org/I97188460,Nantes Université,192,1.24,15472,2013
https://openalex.org/I4210119061,Toulouse Institute of Computer Science Research,188,1.21,15472,2013
https://openalex.org/I2801658355,Office National d'Études et de Recherches Aérospatiales,173,1.11,15472,2013
https://openalex.org/I190497903,Laboratory for Analysis and Architecture of Systems,166,1.07,15472,2013
https://openalex.org/I4210165912,Laboratoire Traitement et Communication de l’Information,165,1.06,15472,2013
https://openalex.org/I68947357,University of Strasbourg,162,1.04,15472,2013
https://openalex.org/I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,154,0.99,15472,2013
https://openalex.org/I2802759292,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies,153,0.98,15472,2013
https://openalex.org/I234216984,Université Nantes Angers Le Mans,149,0.96,15472,2013
https://openalex.org/I70768539,Mines Paris - PSL,143,0.92,15472,2013
https://openalex.org/I4210139483,GREYC,141,0.91,15472,2013
https://openalex.org/I177064439,University of Burgundy,140,0.9,15472,2013
https://openalex.org/I32881790,University of Poitiers,137,0.88,15472,2013
https://openalex.org/I4210101743,"Montpellier Laboratory of Informatics, Robotics and Microelectronics",136,0.87,15472,2013
https://openalex.org/I4210143894,"Laboratoire d'Automatique, Génie Informatique et Signal",136,0.87,15472,2013
https://openalex.org/I59807433,University of Lille Nord de France,133,0.85,15472,2013
https://openalex.org/I102516824,University of Technology of Compiègne,132,0.85,15472,2013
https://openalex.org/I142476485,École Polytechnique,132,0.85,15472,2013
https://openalex.org/I169173203,Délégation Paris 7,129,0.83,15472,2013
https://openalex.org/I4210091437,Sorbonne Paris Cité,129,0.83,15472,2013
https://openalex.org/I4210152422,Université Toulouse - Jean Jaurès,129,0.83,15472,2013
https://openalex.org/I4210133778,Inria Rennes - Bretagne Atlantique Research Centre,128,0.82,15472,2013
https://openalex.org/I3131550300,Toulouse 1 Capitole University,126,0.81,15472,2013
https://openalex.org/I4210115485,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,126,0.81,15472,2013
https://openalex.org/I11559806,École Normale Supérieure Paris-Saclay,124,0.8,15472,2013
https://openalex.org/I48430043,Institut National des Sciences Appliquées de Lyon,124,0.8,15472,2013
https://openalex.org/I169645620,Institut Pascal,121,0.78,15472,2013
https://openalex.org/I98702875,Université de Caen Normandie,119,0.76,15472,2013
https://openalex.org/I4210121838,Lorraine Research Laboratory in Computer Science and its Applications,118,0.76,15472,2013
https://openalex.org/I4647051,University of Picardie Jules Verne,115,0.74,15472,2013
https://openalex.org/I190752583,ParisTech,111,0.71,15472,2013
https://openalex.org/I110736937,Délégation Paris 5,110,0.71,15472,2013
https://openalex.org/I4210089617,"Laboratory of Industrial and Human Automation Control, Mechanical Engineering and Computer Science",110,0.71,15472,2013
https://openalex.org/I4210155607,Laboratoire d'Informatique en Images et Systèmes d'Information,108,0.69,15472,2013
https://openalex.org/I161929037,Université de Bretagne Occidentale,107,0.69,15472,2013
https://openalex.org/I4210142254,Laboratoire Bordelais de Recherche en Informatique,106,0.68,15472,2013
https://openalex.org/I19370010,Orange (France),104,0.67,15472,2013
https://openalex.org/I205747304,National Polytechnic Institute of Toulouse,101,0.65,15472,2013
https://openalex.org/I216852786,École Centrale Paris,101,0.65,15472,2013
https://openalex.org/I4210152518,Laboratoire d'Informatique Gaspard-Monge,101,0.65,15472,2013
https://openalex.org/I185839726,Institut Universitaire de France,99,0.63,15472,2013
https://openalex.org/I201841394,Université Côte d'Azur,99,0.63,15472,2013
https://openalex.org/I4210091279,Université Sorbonne Paris Nord,97,0.62,15472,2013
https://openalex.org/I4210155549,Laboratoire de Mathématiques,97,0.62,15472,2013
https://openalex.org/I4210126360,Inria Saclay - Île-de-France Research Centre,96,0.62,15472,2013
https://openalex.org/I56435720,Université Paris Dauphine-PSL,96,0.62,15472,2013
https://openalex.org/I37553959,University of Technology of Belfort-Montbéliard,95,0.61,15472,2013
https://openalex.org/I113428412,École Normale Supérieure de Lyon,94,0.6,15472,2013
https://openalex.org/I62396329,University of Rouen,94,0.6,15472,2013
https://openalex.org/I100445878,École Centrale de Nantes,92,0.59,15472,2013
https://openalex.org/I142899784,University of Sfax,92,0.59,15472,2013
https://openalex.org/I4210104430,Grenoble Computer Science Laboratory,91,0.58,15472,2013
https://openalex.org/I4210150358,Institut Systèmes Intelligents et de Robotique,91,0.58,15472,2013
https://openalex.org/I4210138412,Inria research centre Lille - Nord Europe,90,0.58,15472,2013
https://openalex.org/I4210088387,Heuristics and Diagnostics for Complex Systems,89,0.57,15472,2013
https://openalex.org/I4210110792,Research Center for Automatic Control of Nancy,88,0.56,15472,2013
https://openalex.org/I4210108118,"Laboratoire d'Informatique, du Traitement de l'Information et des Systèmes",83,0.53,15472,2013
https://openalex.org/I140494188,University of Technology of Troyes,82,0.52,15472,2013
https://openalex.org/I1902872,EURECOM,82,0.52,15472,2013
https://openalex.org/I3020098449,CEA Grenoble,82,0.52,15472,2013
https://openalex.org/I190861549,Arts et Metiers Institute of Technology,81,0.52,15472,2013
https://openalex.org/I2800365227,University of Paris-Est,79,0.51,15472,2013
https://openalex.org/I4210123702,Laboratoire des Sciences et Techniques de l’Information de la Communication et de la Connaissance,79,0.51,15472,2013
https://openalex.org/I4210085861,CEA LIST,78,0.5,15472,2013
https://openalex.org/I4210136953,"Laboratoire d’Électronique, Informatique et Image",77,0.49,15472,2013
https://openalex.org/I4210142324,CY Cergy Paris University,77,0.49,15472,2013
https://openalex.org/I4210144804,Laboratoire de Recherche en Informatique,76,0.49,15472,2013
https://openalex.org/I90843659,University of Franche-Comté,76,0.49,15472,2013
https://openalex.org/I112936343,École Centrale de Lyon,75,0.48,15472,2013
https://openalex.org/I4210107733,"Computer Science, Integrative Biology and Complex Systems",75,0.48,15472,2013
https://openalex.org/I110017253,Université de Tours,74,0.47,15472,2013
https://openalex.org/I4210097418,Laboratoire des Signaux & Systèmes,74,0.47,15472,2013
https://openalex.org/I96226040,University of Reims Champagne-Ardenne,74,0.47,15472,2013
https://openalex.org/I4210154111,Université Gustave Eiffel,73,0.47,15472,2013
https://openalex.org/I197681013,Université Paris-Est Créteil,72,0.46,15472,2013
https://openalex.org/I51101395,Université Paris 1 Panthéon-Sorbonne,72,0.46,15472,2013
https://openalex.org/I4210128565,CEA Saclay,71,0.45,15472,2013
https://openalex.org/I88467170,University of Évry Val d'Essonne,71,0.45,15472,2013
https://openalex.org/I195731000,Université de Versailles Saint-Quentin-en-Yvelines,70,0.45,15472,2013
https://openalex.org/I45129253,University College London,70,0.45,15472,2013
https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,70,0.45,15472,2013
https://openalex.org/I70348806,Polytechnic University of Hauts-de-France,69,0.44,15472,2013
https://openalex.org/I12449238,University of Orléans,68,0.43,15472,2013
https://openalex.org/I4210116740,Laboratory of Computer Science and Automatic Control for Systems,68,0.43,15472,2013
https://openalex.org/I4210140930,Thales (France),68,0.43,15472,2013
https://openalex.org/I3019441195,Département de Mathématiques,67,0.43,15472,2013
https://openalex.org/I7454413,École Centrale de Lille,67,0.43,15472,2013
https://openalex.org/I4210105651,Laboratoire Traitement du Signal et de l'Image,66,0.42,15472,2013
https://openalex.org/I4210138704,Centre de Recherche en Acquisition et Traitement de l'Image pour la Santé,64,0.41,15472,2013
https://openalex.org/I4210156583,Laboratoire d'Informatique de Paris-Nord,64,0.41,15472,2013
https://openalex.org/I174424907,Computer Science Laboratory of Lille,63,0.4,15472,2013
https://openalex.org/I49451733,University of Angers,63,0.4,15472,2013
https://openalex.org/I171048554,Centre de Recherche en Mathématiques de la Décision,62,0.4,15472,2013
https://openalex.org/I29607241,École Normale Supérieure - PSL,62,0.4,15472,2013
https://openalex.org/I4210092473,IEEE France section,62,0.4,15472,2013
https://openalex.org/I4210114274,Laboratoire d’Informatique et Systèmes,60,0.38,15472,2013
https://openalex.org/I4210166444,Institut de Recherche pour le Développement,60,0.38,15472,2013
https://openalex.org/I86175216,École Nationale Supérieure de l'Électronique et de ses Applications,60,0.38,15472,2013
https://openalex.org/I4210099416,"Laboratory of Computing, Modelling and Optimization of the Systems",59,0.38,15472,2013
https://openalex.org/I4210143836,Clermont Université,59,0.38,15472,2013
https://openalex.org/I4210150049,CEA LETI,59,0.38,15472,2013
https://openalex.org/I124158823,Conservatoire National des Arts et Métiers,58,0.37,15472,2013
https://openalex.org/I194210350,École Nationale Supérieure d'Ingénieurs de Caen,58,0.37,15472,2013
https://openalex.org/I4210102957,Département Mathématiques et Informatique Appliquées,58,0.37,15472,2013
https://openalex.org/I157674565,University of Liège,57,0.36,15472,2013
https://openalex.org/I40120149,University of Oxford,57,0.36,15472,2013
https://openalex.org/I4210143116,Électricité de France (France),57,0.36,15472,2013
https://openalex.org/I4210106545,Research Centre Inria Sophia Antipolis - Méditerranée,56,0.36,15472,2013
https://openalex.org/I4210149092,Laboratoire Jean Kuntzmann,56,0.36,15472,2013
https://openalex.org/I4210166017,Institut de Mathématiques de Bordeaux,56,0.36,15472,2013
https://openalex.org/I143002897,Université de Toulon,55,0.35,15472,2013
https://openalex.org/I47508984,Imperial College London,55,0.35,15472,2013
https://openalex.org/I4210096782,"Laboratoire Pluridisciplinaire de Recherche en Ingénierie des Systèmes, Mécanique et Energétique",54,0.34,15472,2013
https://openalex.org/I4210121266,Technicolor (France),53,0.34,15472,2013
https://openalex.org/I4210127166,Inria Nancy - Grand-Est research centre,53,0.34,15472,2013
https://openalex.org/I4210161954,Département d'Informatique,53,0.34,15472,2013
https://openalex.org/I61641377,Polytechnic University of Bucharest,53,0.34,15472,2013
https://openalex.org/I3132279224,Institut Supérieur de l'Électronique et du Numérique,52,0.33,15472,2013
https://openalex.org/I78744979,University of La Rochelle,52,0.33,15472,2013
https://openalex.org/I95674353,Université Catholique de Louvain,52,0.33,15472,2013
https://openalex.org/I98910050,ESPCI Paris,52,0.33,15472,2013
https://openalex.org/I99464096,KU Leuven,52,0.33,15472,2013
https://openalex.org/I201181511,École Nationale Supérieure de Techniques Avancées,51,0.32,15472,2013
https://openalex.org/I265217849,IFP Énergies nouvelles,51,0.32,15472,2013
https://openalex.org/I4210085887,Laboratoire Hubert Curien,51,0.32,15472,2013
https://openalex.org/I4387153255,"École Nationale Supérieure d'Électrotechnique, d'Électronique, d'Informatique, d'Hydraulique et des Télécommunications",51,0.32,15472,2013
https://openalex.org/I126425946,European University of Brittany,50,0.32,15472,2013
https://openalex.org/I35440088,ETH Zurich,49,0.31,15472,2013
https://openalex.org/I4210097159,Assistance Publique – Hôpitaux de Paris,49,0.31,15472,2013
https://openalex.org/I4210107416,Roche (France),49,0.31,15472,2013
https://openalex.org/I1301102746,Renault (France),48,0.31,15472,2013
https://openalex.org/I2801997478,European Synchrotron Radiation Facility,48,0.31,15472,2013
https://openalex.org/I4210096867,Laboratoire Psychologie de la Perception,48,0.31,15472,2013
https://openalex.org/I57995698,Paris School of Economics,48,0.31,15472,2013
https://openalex.org/I70931966,Université de Montréal,48,0.31,15472,2013
https://openalex.org/I198415970,University of Avignon,47,0.3,15472,2013
https://openalex.org/I4210120905,Laboratory on Plasma and Conversion of Energy,47,0.3,15472,2013
https://openalex.org/I4210145913,Laboratoire Ampère,47,0.3,15472,2013
https://openalex.org/I88814501,Institut National des Sciences Appliquées de Rouen,47,0.3,15472,2013
https://openalex.org/I90669466,School for Advanced Studies in the Social Sciences,47,0.3,15472,2013
https://openalex.org/I35345632,Institut de Recherche et Coordination Acoustique Musique,46,0.29,15472,2013
https://openalex.org/I4210142724,Centrale Marseille,46,0.29,15472,2013
https://openalex.org/I68368234,Center for Research and Advanced Studies of the National Polytechnic Institute,46,0.29,15472,2013
https://openalex.org/I84500057,Toulouse Mathematics Institute,46,0.29,15472,2013
https://openalex.org/I28221208,Institut National des Sciences Appliquées de Rennes,45,0.29,15472,2013
https://openalex.org/I4210100151,Institut d'Électronique et des Technologies du numéRique,45,0.29,15472,2013
https://openalex.org/I5023651,McGill University,45,0.29,15472,2013
https://openalex.org/I4210148559,National Institute of Advanced Technologies of Brittany,44,0.28,15472,2013
https://openalex.org/I48825208,Paris 8 University,44,0.28,15472,2013
https://openalex.org/I12187552,UniLaSalle Amiens (ESIEE-Amiens),43,0.27,15472,2013
https://openalex.org/I141576021,University of Le Havre,43,0.27,15472,2013
https://openalex.org/I4210100943,STIC Research Centre,43,0.27,15472,2013
https://openalex.org/I4210101348,Inria Grenoble - Rhône-Alpes research centre,43,0.27,15472,2013
https://openalex.org/I4210104693,STMicroelectronics (France),43,0.27,15472,2013
https://openalex.org/I4210159731,Laboratoire de Recherche en Informatique de Paris 6,43,0.27,15472,2013
https://openalex.org/I4210165258,Laboratoire d'informatique de Nantes Atlantique,43,0.27,15472,2013
https://openalex.org/I4210165697,Laboratoire de Génie Électrique de Grenoble,43,0.27,15472,2013
https://openalex.org/I93860229,Politecnico di Milano,43,0.27,15472,2013
https://openalex.org/I9617848,Universitat Politècnica de Catalunya,43,0.27,15472,2013
https://openalex.org/I142631665,École des Ponts ParisTech,42,0.27,15472,2013
https://openalex.org/I203339264,Université de Lyon,42,0.27,15472,2013
https://openalex.org/I22248866,Agro ParisTech,42,0.27,15472,2013
https://openalex.org/I241749,University of Cambridge,42,0.27,15472,2013
https://openalex.org/I2800745255,University of Upper Alsace,42,0.27,15472,2013
https://openalex.org/I4210106479,"Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis",42,0.27,15472,2013
https://openalex.org/I4210115519,Centre de Recherche en Informatique,42,0.27,15472,2013
https://openalex.org/I44563897,Artois University,42,0.27,15472,2013
https://openalex.org/I160368002,Lebanese University,40,0.25,15472,2013
https://openalex.org/I2802931824,Institut Pprime,40,0.25,15472,2013
https://openalex.org/I4210157089,Laboratoire de l'Intégration du Matériau au Système,40,0.25,15472,2013
https://openalex.org/I70900168,Université Savoie Mont Blanc,40,0.25,15472,2013
https://openalex.org/I97018004,Stanford University,40,0.25,15472,2013
https://openalex.org/I108714496,Tunis University,39,0.25,15472,2013
https://openalex.org/I33976269,Xerox (France),39,0.25,15472,2013
https://openalex.org/I4210121705,Pitié-Salpêtrière Hospital,39,0.25,15472,2013
https://openalex.org/I1294671590,French National Centre for Scientific Research,3869,23.97,16135,2014
https://openalex.org/I1326498283,French Institute for Research in Computer Science and Automation,971,6.01,16135,2014
https://openalex.org/I39804081,Sorbonne Université,638,3.95,16135,2014
https://openalex.org/I204730241,Université Paris Cité,583,3.61,16135,2014
https://openalex.org/I100532134,Claude Bernard University Lyon 1,518,3.21,16135,2014
https://openalex.org/I154526488,Inserm,501,3.1,16135,2014
https://openalex.org/I899635006,Université Grenoble Alpes,468,2.9,16135,2014
https://openalex.org/I4210145102,Institut Polytechnique de Paris,436,2.7,16135,2014
https://openalex.org/I90183372,Université de Lorraine,404,2.5,16135,2014
https://openalex.org/I2738703131,Atomic Energy and Alternative Energies Commission,389,2.41,16135,2014
https://openalex.org/I21491767,Aix-Marseille University,388,2.4,16135,2014
https://openalex.org/I17866349,Université de Toulouse,352,2.18,16135,2014
https://openalex.org/I102475099,Supélec,333,2.06,16135,2014
https://openalex.org/I134560555,Université Toulouse III - Paul Sabatier,314,1.94,16135,2014
https://openalex.org/I102197404,University of Paris-Sud,296,1.83,16135,2014
https://openalex.org/I15057530,University of Bordeaux,266,1.64,16135,2014
https://openalex.org/I4210160189,Institut Polytechnique de Bordeaux,259,1.6,16135,2014
https://openalex.org/I4210124956,Grenoble Images Parole Signal Automatique,255,1.58,16135,2014
https://openalex.org/I56067802,University of Rennes,253,1.56,16135,2014
https://openalex.org/I2279609970,University of Lille,249,1.54,16135,2014
https://openalex.org/I12356871,Télécom Paris,225,1.39,16135,2014
https://openalex.org/I205703379,Institut Mines-Télécom,225,1.39,16135,2014
https://openalex.org/I19894307,University of Montpellier,224,1.38,16135,2014
https://openalex.org/I190497903,Laboratory for Analysis and Architecture of Systems,190,1.17,16135,2014
https://openalex.org/I2801658355,Office National d'Études et de Recherches Aérospatiales,184,1.14,16135,2014
https://openalex.org/I4210101743,"Montpellier Laboratory of Informatics, Robotics and Microelectronics",183,1.13,16135,2014
https://openalex.org/I2802759292,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies,172,1.06,16135,2014
https://openalex.org/I4210119061,Toulouse Institute of Computer Science Research,170,1.05,16135,2014
https://openalex.org/I68947357,University of Strasbourg,170,1.05,16135,2014
https://openalex.org/I106785703,Grenoble Institute of Technology,167,1.03,16135,2014
https://openalex.org/I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,162,1.0,16135,2014
https://openalex.org/I102516824,University of Technology of Compiègne,159,0.98,16135,2014
https://openalex.org/I4210091437,Sorbonne Paris Cité,159,0.98,16135,2014
https://openalex.org/I4210165912,Laboratoire Traitement et Communication de l’Information,158,0.97,16135,2014
https://openalex.org/I97188460,Nantes Université,152,0.94,16135,2014
https://openalex.org/I142476485,École Polytechnique,147,0.91,16135,2014
https://openalex.org/I201841394,Université Côte d'Azur,146,0.9,16135,2014
https://openalex.org/I177483745,Joseph Fourier University,143,0.88,16135,2014
https://openalex.org/I177064439,University of Burgundy,137,0.84,16135,2014
https://openalex.org/I4210115485,Laboratoire d'Informatique pour la Mécanique et les Sciences de l'Ingénieur,132,0.81,16135,2014
https://openalex.org/I11559806,École Normale Supérieure Paris-Saclay,131,0.81,16135,2014
https://openalex.org/I4210143894,"Laboratoire d'Automatique, Génie Informatique et Signal",130,0.8,16135,2014
https://openalex.org/I169173203,Délégation Paris 7,129,0.79,16135,2014
https://openalex.org/I4210110792,Research Center for Automatic Control of Nancy,129,0.79,16135,2014
https://openalex.org/I4210139483,GREYC,128,0.79,16135,2014
https://openalex.org/I70768539,Mines Paris - PSL,127,0.78,16135,2014
https://openalex.org/I190752583,ParisTech,126,0.78,16135,2014
https://openalex.org/I4210091279,Université Sorbonne Paris Nord,124,0.76,16135,2014
https://openalex.org/I4647051,University of Picardie Jules Verne,122,0.75,16135,2014
https://openalex.org/I48430043,Institut National des Sciences Appliquées de Lyon,122,0.75,16135,2014
https://openalex.org/I98702875,Université de Caen Normandie,122,0.75,16135,2014
https://openalex.org/I110736937,Délégation Paris 5,120,0.74,16135,2014
https://openalex.org/I4210121838,Lorraine Research Laboratory in Computer Science and its Applications,117,0.72,16135,2014
https://openalex.org/I4210152422,Université Toulouse - Jean Jaurès,117,0.72,16135,2014
https://openalex.org/I3131550300,Toulouse 1 Capitole University,116,0.71,16135,2014
https://openalex.org/I32881790,University of Poitiers,115,0.71,16135,2014
https://openalex.org/I62396329,University of Rouen,112,0.69,16135,2014
https://openalex.org/I169645620,Institut Pascal,109,0.67,16135,2014
https://openalex.org/I4210089617,"Laboratory of Industrial and Human Automation Control, Mechanical Engineering and Computer Science",109,0.67,16135,2014
https://openalex.org/I161929037,Université de Bretagne Occidentale,108,0.66,16135,2014
https://openalex.org/I4210155549,Laboratoire de Mathématiques,107,0.66,16135,2014
https://openalex.org/I59807433,University of Lille Nord de France,106,0.65,16135,2014
https://openalex.org/I19370010,Orange (France),104,0.64,16135,2014
https://openalex.org/I4210138412,Inria research centre Lille - Nord Europe,104,0.64,16135,2014
https://openalex.org/I234216984,Université Nantes Angers Le Mans,101,0.62,16135,2014
https://openalex.org/I4210104430,Grenoble Computer Science Laboratory,101,0.62,16135,2014
https://openalex.org/I4210108118,"Laboratoire d'Informatique, du Traitement de l'Information et des Systèmes",101,0.62,16135,2014
https://openalex.org/I37553959,University of Technology of Belfort-Montbéliard,100,0.61,16135,2014
https://openalex.org/I56435720,Université Paris Dauphine-PSL,97,0.6,16135,2014
https://openalex.org/I90843659,University of Franche-Comté,97,0.6,16135,2014
https://openalex.org/I4210142254,Laboratoire Bordelais de Recherche en Informatique,96,0.59,16135,2014
https://openalex.org/I142899784,University of Sfax,95,0.58,16135,2014
https://openalex.org/I4210133778,Inria Rennes - Bretagne Atlantique Research Centre,93,0.57,16135,2014
https://openalex.org/I96226040,University of Reims Champagne-Ardenne,92,0.57,16135,2014
https://openalex.org/I100445878,École Centrale de Nantes,91,0.56,16135,2014
https://openalex.org/I185839726,Institut Universitaire de France,91,0.56,16135,2014
https://openalex.org/I4210150358,Institut Systèmes Intelligents et de Robotique,89,0.55,16135,2014
https://openalex.org/I4210152518,Laboratoire d'Informatique Gaspard-Monge,89,0.55,16135,2014
https://openalex.org/I4210156583,Laboratoire d'Informatique de Paris-Nord,89,0.55,16135,2014
https://openalex.org/I190861549,Arts et Metiers Institute of Technology,88,0.54,16135,2014
https://openalex.org/I4210155607,Laboratoire d'Informatique en Images et Systèmes d'Information,88,0.54,16135,2014
https://openalex.org/I2800365227,University of Paris-Est,87,0.53,16135,2014
https://openalex.org/I140494188,University of Technology of Troyes,85,0.52,16135,2014
https://openalex.org/I205747304,National Polytechnic Institute of Toulouse,85,0.52,16135,2014
https://openalex.org/I4210150049,CEA LETI,85,0.52,16135,2014
https://openalex.org/I4210114274,Laboratoire d’Informatique et Systèmes,84,0.52,16135,2014
https://openalex.org/I70348806,Polytechnic University of Hauts-de-France,83,0.51,16135,2014
https://openalex.org/I7454413,École Centrale de Lille,83,0.51,16135,2014
https://openalex.org/I12449238,University of Orléans,82,0.5,16135,2014
https://openalex.org/I195731000,Université de Versailles Saint-Quentin-en-Yvelines,82,0.5,16135,2014
https://openalex.org/I3020098449,CEA Grenoble,82,0.5,16135,2014
https://openalex.org/I4210128565,CEA Saclay,82,0.5,16135,2014
https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,82,0.5,16135,2014
