institution_country_code,year,institution_id,institution_display_name,institution_ror,institution_type,nb,id_paysage_init,id_paysage__init,id_paysage_corr,id_paysage_RGP,id_paysage,id_paysage_actuel,uo_lib
FR,2021,https://openalex.org/I268709337,PSA Peugeot Citroën (France),04zgvy449,company,14,,,,,,,PSA Peugeot Citroën (France)
FR,2019,https://openalex.org/I17606148,École Nationale Vétérinaire d'Alfort,04k031t90,education,14,LllIv,,,6g0Mb,LllIv,LllIv,École nationale vétérinaire d'Alfort
FR,2018,https://openalex.org/I4210097193,Health Technologies,012hpz460,government,14,,,,,,,Health Technologies
FR,2023,https://openalex.org/I4210141222,Laboratory of Subatomic Physics and Cosmology,03f0apy98,facility,14,,,,,,,Laboratory of Subatomic Physics and Cosmology
FR,2023,https://openalex.org/I4210100279,Centre de Biochimie Structurale,0189yvq06,facility,14,3TJL1,,,,3TJL1,3TJL1,Centre de Biochimie Structurale
FR,2023,https://openalex.org/I4210093096,"Centre d'Études et de Recherche en Thermique, Environnement et Systèmes",01ea4na26,facility,14,,,,,,,"Centre d'Études et de Recherche en Thermique, Environnement et Systèmes"
FR,2019,https://openalex.org/I4210149577,ESCP Business School,040hhjv66,education,14,8bexp,,,,8bexp,8bexp,ESCP Business School
FR,2021,https://openalex.org/I4210148040,Geosciences and Geoengineering Research Department,03kc13263,facility,14,3n3zc,,,,3n3zc,3n3zc,Geosciences and Geoengineering Research Department
FR,2023,https://openalex.org/I4210159180,"Laboratoire Techniques, Territoires et Sociétés",05fc1hn07,facility,14,,,,,,,"Laboratoire Techniques, Territoires et Sociétés"
FR,2021,https://openalex.org/I2609542403,Kodak (France),03wrvmn80,company,14,,,,,,,Kodak (France)
FR,2018,https://openalex.org/I4210094574,Science et Ingénierie des Matériaux et Procédés,00m7zca23,facility,14,uEH9r,,,,uEH9r,uEH9r,Science et Ingénierie des Matériaux et Procédés
FR,2023,https://openalex.org/I4210120727,Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg (ENGEES),02jhjzd11,education,14,YPOQX,,,LorStr,YPOQX,YPOQX,École nationale du génie de l'eau et de l'environnement de Strasbourg
FR,2019,https://openalex.org/I234216984,Université Nantes Angers Le Mans,0406t3m57,education,14,ThxrC,,,,ThxrC,,Université Nantes Angers Le Mans
FR,2019,https://openalex.org/I4210113621,Center for Interdisciplinary Research in Biology,01mvzn566,facility,14,VmySc,,,,VmySc,VmySc,Center for Interdisciplinary Research in Biology
FR,2021,https://openalex.org/I4210106250,"Laboratoire Angevin de Mécanique, Procédés et InnovAtion",01ks4c961,facility,14,,,,,,,"Laboratoire Angevin de Mécanique, Procédés et InnovAtion"
FR,2022,https://openalex.org/I4210162824,Station d’Écologie Théorique et Expérimentale,05d6wfd23,facility,14,,,,,,,Station d’Écologie Théorique et Expérimentale
FR,2021,https://openalex.org/I84909340,Institut des Hautes Études Scientifiques,05d5m2r55,facility,14,XUWvz,,,,XUWvz,XUWvz,Institut des Hautes Études Scientifiques
FR,2021,https://openalex.org/I4210149681,"Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés",04pfm5x27,facility,14,rqh8K,,,,rqh8K,rqh8K,"Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés"
FR,2020,https://openalex.org/I4210126712,Hôpital Robert-Debré,02dcqy320,healthcare,14,t5tsQ,,,,t5tsQ,t5tsQ,Hôpital Robert-Debré
FR,2018,https://openalex.org/I4210096121,Centre d'Écologie et des Sciences de la Conservation,00sad8321,facility,14,,,,,,,Centre d'Écologie et des Sciences de la Conservation
FR,2018,https://openalex.org/I4210091947,Grenoble Applied Economics Lab,00fwjkb59,facility,14,,,,,,,Grenoble Applied Economics Lab
FR,2018,https://openalex.org/I4210104250,Laboratoire de Recherche Scientifique,00sbgyf60,nonprofit,14,,,,,,,Laboratoire de Recherche Scientifique
FR,2019,https://openalex.org/I4210133183,Institute of Chemistry of Clermont-Ferrand,045qszf23,facility,14,BQXlG,,,,BQXlG,BQXlG,Institute of Chemistry of Clermont-Ferrand
FR,2020,https://openalex.org/I4210121618,Institut des Sciences Moléculaires d'Orsay,0211r2z47,facility,14,,,,,,,Institut des Sciences Moléculaires d'Orsay
FR,2022,https://openalex.org/I4210134313,Biologie et Gestion des Risques en Agriculture,049q30t56,facility,14,,,,,,,Biologie et Gestion des Risques en Agriculture
FR,2020,https://openalex.org/I4210114253,Clinatec,02dpnb389,facility,14,,,,,,,Clinatec
FR,2018,https://openalex.org/I4210147464,Laboratoire de Probabilités et Modèles Aléatoires,04hjc7403,facility,14,hFHZ3,,,,hFHZ3,hFHZ3,Laboratoire de Probabilités et Modèles Aléatoires
FR,2020,https://openalex.org/I4210114102,Institut Pierre-Simon Laplace,02haar591,facility,14,,,,,,,Institut Pierre-Simon Laplace
FR,2022,https://openalex.org/I4210134622,Centre de Recherche Saint-Antoine,03wxndv36,facility,14,54i3w,,,,54i3w,54i3w,Centre de Recherche Saint-Antoine
FR,2021,https://openalex.org/I4210116558,Atmosphere Plant Soil Interactions,02aswf736,facility,14,4zl43,,,,4zl43,4zl43,Atmosphere Plant Soil Interactions
FR,2022,https://openalex.org/I4210134648,Raymond Poincaré University Hospital,03pef0w96,healthcare,14,,,,,,,Raymond Poincaré University Hospital
FR,2023,https://openalex.org/I4210118016,Railenium,02jgbpg06,facility,14,DJVwX,,,,DJVwX,DJVwX,Railenium
FR,2022,https://openalex.org/I4210114701,Laboratoire d'Anthropologie et de Psychologie Cognitives et Sociales,033ny7f81,facility,14,,,,,,,Laboratoire d'Anthropologie et de Psychologie Cognitives et Sociales
FR,2023,https://openalex.org/I4210136121,Suez (France),0475zhg63,company,14,,,,,,,Suez (France)
FR,2021,https://openalex.org/I4210086369,Institut Necker Enfants Malades,000nhq538,facility,14,KL24J,,,,KL24J,KL24J,Institut Necker Enfants Malades
FR,2021,https://openalex.org/I4210116974,Laboratory for Therapeutic Innovation,02g4mxc89,facility,14,,,,,,,Laboratory for Therapeutic Innovation
FR,2020,https://openalex.org/I4210116274,CIC Rennes,02baj6743,facility,14,,,,,,,CIC Rennes
FR,2019,https://openalex.org/I4210134648,Raymond Poincaré University Hospital,03pef0w96,healthcare,14,,,,,,,Raymond Poincaré University Hospital
FR,2021,https://openalex.org/I35298706,ESIEA University,00g6cx256,education,14,4C5vX,,,,4C5vX,4C5vX,École supérieure d'informatique électronique automatique
FR,2019,https://openalex.org/I4210131106,Arianespace (France),02j44zw77,company,14,,,,,,,Arianespace (France)
FR,2018,https://openalex.org/I4210142595,Maison des Sciences de l’Homme de Dijon,04ejcwb57,facility,14,,,,,,,Maison des Sciences de l’Homme de Dijon
FR,2018,https://openalex.org/I4210143394,Pierre Fabre (France),04hdhz511,company,14,AQwHL,,,,AQwHL,AQwHL,Pierre Fabre (France)
FR,2023,https://openalex.org/I4210101257,Laboratoire des Interactions Moléculaires et Réactivité Chimique et Photochimique,0171mae58,facility,14,,,,,,,Laboratoire des Interactions Moléculaires et Réactivité Chimique et Photochimique
FR,2018,https://openalex.org/I4210143888,Laboratoire de Reproduction et Développement des Plantes,04w61vh47,facility,14,,,,,,,Laboratoire de Reproduction et Développement des Plantes
FR,2020,https://openalex.org/I4210117133,Center for Research and Restoration of Museums of France,02egw5x81,archive,14,snbgk,,,,snbgk,snbgk,Center for Research and Restoration of Museums of France
FR,2022,https://openalex.org/I4210133183,Institute of Chemistry of Clermont-Ferrand,045qszf23,facility,14,BQXlG,,,,BQXlG,BQXlG,Institute of Chemistry of Clermont-Ferrand
FR,2020,https://openalex.org/I4210117045,"Mathématiques, Informatique et Statistique pour l'Environnement et l'Agronomie",01pd2sz18,facility,14,,,,,,,"Mathématiques, Informatique et Statistique pour l'Environnement et l'Agronomie"
FR,2018,https://openalex.org/I4210144566,Laboratoire de l'Informatique du Parallélisme,04msnz457,facility,14,,,,,,,Laboratoire de l'Informatique du Parallélisme
FR,2018,https://openalex.org/I4210144608,Centre de Recherche en Cancérologie de Marseille,0494jpz02,facility,14,V7aa3,,,,V7aa3,V7aa3,Centre de Recherche en Cancérologie de Marseille
FR,2018,https://openalex.org/I4210144610,Hôpital Saint-Louis,049am9t04,healthcare,14,WdYRE,,,,WdYRE,WdYRE,Hôpital Saint-Louis
FR,2023,https://openalex.org/I4210134697,Éco-Anthropologie,03x0yny97,facility,14,0Y47Y,,,,0Y47Y,0Y47Y,Éco-Anthropologie
FR,2018,https://openalex.org/I4210094590,Laboratoire de Phonétique et Phonologie,007p4nf03,facility,14,CkbLD,,,,CkbLD,CkbLD,Laboratoire de Phonétique et Phonologie
FR,2020,https://openalex.org/I4210121266,Technicolor (France),02ya5n776,company,14,9Rq1T,,,,9Rq1T,9Rq1T,Technicolor (France)
FR,2021,https://openalex.org/I4210150713,"Sciences, Philosophie, Histoire",05c9ks061,facility,14,QB5U8,,,,QB5U8,QB5U8,"Sciences, Philosophie, Histoire"
FR,2021,https://openalex.org/I4210134216,Unité de Recherche Œnologie,0473hxz56,facility,14,,,,,,,Unité de Recherche Œnologie
FR,2019,https://openalex.org/I4210125684,Neurocentre Magendie,02xx07v13,facility,14,46604,,,,46604,46604,Neurocentre Magendie
FR,2022,https://openalex.org/I52435824,"Institut National du Sport, de l'Expertise et de la Performance",03jczk481,other,14,15kV5,,,,15kV5,15kV5,"Institut national du sport, de l'expertise et de la performance"
FR,2018,https://openalex.org/I4210104607,Centre Hospitalier Universitaire de Nîmes,0275ye937,healthcare,14,VDKQF,,,,VDKQF,VDKQF,Centre Hospitalier Universitaire de Nîmes
FR,2023,https://openalex.org/I4210118939,Montimage (France),02a8qtz61,company,14,,,,,,,Montimage (France)
FR,2019,https://openalex.org/I4210151406,Laboratoire de Physique des Plasmas,05c95bg36,facility,14,Cg2F6,,,,Cg2F6,Cg2F6,Laboratoire de Physique des Plasmas
FR,2019,https://openalex.org/I4210122262,Centre for Cognitive Neuroscience,02he5dz58,facility,14,,,,,,,Centre for Cognitive Neuroscience
FR,2022,https://openalex.org/I4210112285,Laboratoire de Biotechnologie de l'Environnement,022m8c549,facility,14,,,,,,,Laboratoire de Biotechnologie de l'Environnement
FR,2020,https://openalex.org/I4210165330,Institut Lavoisier de Versailles,05mzd8v39,facility,14,VJBKI,,,,VJBKI,VJBKI,Institut Lavoisier de Versailles
FR,2019,https://openalex.org/I4210120753,"De la Préhistoire à l'Actuel : Culture, Environnement et Anthropologie",027mnq498,facility,14,X7BcS,,,,X7BcS,X7BcS,"De la Préhistoire à l'Actuel : Culture, Environnement et Anthropologie"
FR,2020,https://openalex.org/I4210147109,"Laboratoire Image, Ville, Environnement",03x8fem72,facility,14,,,,,,,"Laboratoire Image, Ville, Environnement"
FR,2023,https://openalex.org/I4210150983,European Clinical Research Infrastructure Network,051ycea61,nonprofit,14,,,,,,,European Clinical Research Infrastructure Network
FR,2018,https://openalex.org/I237446400,ISG Business School,035fsmk47,education,14,lV554,,,,lV554,lV554,Institut supérieur de gestion de Paris
FR,2023,https://openalex.org/I4210137748,Laboratoire Motricité Humaine Éducation Sport Santé,03fd87035,facility,14,Ur5U2,,,,Ur5U2,Ur5U2,Laboratoire Motricité Humaine Éducation Sport Santé
FR,2022,https://openalex.org/I4210120525,Institut UTINAM,02h0g9r59,facility,14,Zyl8d,,,,Zyl8d,Zyl8d,Institut UTINAM
FR,2018,https://openalex.org/I54006703,Institut de Mécanique Céleste et de Calcul des Éphémérides,002zc3t08,facility,14,HBfBM,,,,HBfBM,HBfBM,Institut de Mécanique Céleste et de Calcul des Éphémérides
FR,2021,https://openalex.org/I874609350,Jean Moulin University Lyon 3,05b5c0584,education,14,7Gzub,,,iq0rG,7Gzub,7Gzub,Université Jean Moulin - Lyon 3
FR,2023,https://openalex.org/I4210138113,PHENIX laboratory,046htjf88,facility,14,53FI3,,,,53FI3,53FI3,PHENIX laboratory
FR,2022,https://openalex.org/I4210138343,Hôpital Purpan,03vcx3f97,healthcare,14,,,,,,,Hôpital Purpan
FR,2019,https://openalex.org/I4210165010,Laboratoire des Biomolécules,05vd6h165,facility,14,nM9G7,,,,nM9G7,nM9G7,Laboratoire des Biomolécules
FR,2019,https://openalex.org/I4210123402,Institut de Physique et Chimie des Matériaux de Strasbourg,02za18p66,facility,14,,,,,,,Institut de Physique et Chimie des Matériaux de Strasbourg
FR,2019,https://openalex.org/I4210134846,Institut d'écologie et des sciences de l'environnement de Paris,02s56xp85,facility,14,8OwIb,,,,8OwIb,8OwIb,Institut d'écologie et des sciences de l'environnement de Paris
FR,2018,https://openalex.org/I4210134313,Biologie et Gestion des Risques en Agriculture,049q30t56,facility,14,,,,,,,Biologie et Gestion des Risques en Agriculture
FR,2022,https://openalex.org/I4210090001,Institut d'Imagerie Biomédicale,009ay5m23,government,14,NAkUy,,,,NAkUy,NAkUy,Institut d'Imagerie Biomédicale
FR,2022,https://openalex.org/I4210130154,Laboratoire de Chimie,02gaw1s20,facility,14,426gc,,,,426gc,426gc,Laboratoire de Chimie
FR,2023,https://openalex.org/I4210142992,Stress Environnementaux et Biosurveillance des Milieux Aquatiques,046cwyy43,facility,14,,,,,,,Stress Environnementaux et Biosurveillance des Milieux Aquatiques
FR,2022,https://openalex.org/I4210119023,Laboratoire de Mathématiques de Bretagne Atlantique,02ght4n58,facility,14,eyeTu,,,,eyeTu,eyeTu,Laboratoire de Mathématiques de Bretagne Atlantique
FR,2018,https://openalex.org/I2802090066,Astroparticle and Cosmology Laboratory,03tnjrr49,facility,14,,,,,,,Astroparticle and Cosmology Laboratory
FR,2020,https://openalex.org/I4210144608,Centre de Recherche en Cancérologie de Marseille,0494jpz02,facility,14,V7aa3,,,,V7aa3,V7aa3,Centre de Recherche en Cancérologie de Marseille
FR,2019,https://openalex.org/I4210135272,Hôpital Paris Saint-Joseph,046bx1082,healthcare,14,569az,,,,569az,569az,Hôpital Paris Saint-Joseph
FR,2021,https://openalex.org/I4210114166,Institut de Génétique Moléculaire de Montpellier,02785qs39,facility,14,,,,,,,Institut de Génétique Moléculaire de Montpellier
FR,2021,https://openalex.org/I4210154774,Polytech Lille,05339ng12,education,14,jc1q6,,,,jc1q6,jc1q6,Polytech Lille
FR,2018,https://openalex.org/I4210135251,Spintronique et Technologie des Composants,03e044190,facility,14,,,,,,,Spintronique et Technologie des Composants
FR,2020,https://openalex.org/I4210123886,Laboratoire de Mécanique des Fluides de Lille - Kampé de Fériet,02w8awt17,facility,14,,,,,,,Laboratoire de Mécanique des Fluides de Lille - Kampé de Fériet
FR,2020,https://openalex.org/I4210110196,Institut de Chimie de la Matière Condensée de Bordeaux,01nw6qk38,facility,14,,,,,,,Institut de Chimie de la Matière Condensée de Bordeaux
FR,2018,https://openalex.org/I4210154657,Fondation pour l’innovation en Cadiométabolisme et Nutrition,050c3pq49,other,14,CaQWf,,,,CaQWf,CaQWf,Fondation pour l’innovation en Cadiométabolisme et Nutrition
FR,2020,https://openalex.org/I4210166226,Institut Fourier,05rwrfh97,facility,14,HTuXW,,,,HTuXW,HTuXW,Institut Fourier
FR,2023,https://openalex.org/I1280737905,École de l'Air,01gtsrs29,education,14,jHA81,,,,jHA81,jHA81,Ecole de l'air et de l'espace
FR,2023,https://openalex.org/I4210139115,Laboratoire National Henri Becquerel,03az79194,facility,14,,,,,,,Laboratoire National Henri Becquerel
FR,2018,https://openalex.org/I4210140797,Laboratoire de Physique Théorique de la Matière Condensée,04zaaa143,facility,14,,,,,,,Laboratoire de Physique Théorique de la Matière Condensée
FR,2019,https://openalex.org/I4210145605,"Institute of Mineralogy, Materials Physics and Cosmochemistry",05abgg682,facility,14,,,,,,,"Institute of Mineralogy, Materials Physics and Cosmochemistry"
FR,2019,https://openalex.org/I4210097546,"Théorie Économique, Modélisation et Applications",00vctdx48,facility,14,wf3y4,,,,wf3y4,wf3y4,"Théorie Économique, Modélisation et Applications"
FR,2023,https://openalex.org/I4210156616,ECAM-EPMI,05bdngh08,education,14,Onzi5,,,G63n4,Onzi5,Onzi5,ECAM-EPMI
FR,2021,https://openalex.org/I4210141014,Unité de Recherche Pluridisciplinaire Prairies et Plantes Fourragères,04247y265,facility,14,,,,,,,Unité de Recherche Pluridisciplinaire Prairies et Plantes Fourragères
FR,2023,https://openalex.org/I4210088987,Centre for Astronomical Reseach of Lyon,0084x3h80,facility,14,Th4tX,,,,Th4tX,Th4tX,Centre for Astronomical Reseach of Lyon
FR,2019,https://openalex.org/I4210104684,VetAgro Sup,01c7wz417,education,14,5cuYU,,,iq0rG,5cuYU,5cuYU,Vet Agro Sup
FR,2020,https://openalex.org/I36169673,Alstom (France),00t4db855,company,14,B8440,,,,B8440,B8440,Alstom (France)
FR,2018,https://openalex.org/I4210096615,"Groupe de Recherche en Droit, Économie, Gestion",00rfccx09,facility,14,,,,,,,"Groupe de Recherche en Droit, Économie, Gestion"
FR,2022,https://openalex.org/I4210152323,Laboratoire Ville Mobilité Transport,056vbnz12,facility,14,QMK8l,,,,QMK8l,QMK8l,Laboratoire Ville Mobilité Transport
FR,2019,https://openalex.org/I4210096388,iXBlue (France),00cjejy66,company,14,,,,,,,iXBlue (France)
FR,2021,https://openalex.org/I4210141964,Institut Cochin,051sk4035,facility,14,gb7y5,,,,gb7y5,gb7y5,Institut Cochin
FR,2021,https://openalex.org/I1339876250,National Institute of Statistics and Economic Studies,03v6yxf25,facility,14,Nel5S,,,,Nel5S,Nel5S,Institut national de la statistique et des études économiques
FR,2020,https://openalex.org/I4210134697,Éco-Anthropologie,03x0yny97,facility,14,0Y47Y,,,,0Y47Y,0Y47Y,Éco-Anthropologie
FR,2023,https://openalex.org/I4210156254,Hôpital Albert-Chenevier,0511th722,healthcare,14,,,,,,,Hôpital Albert-Chenevier
FR,2021,https://openalex.org/I4210125535,Observatoire Midi-Pyrénées,030syve83,facility,14,,,,,,,Observatoire Midi-Pyrénées
FR,2018,https://openalex.org/I183158303,École Navale,030txnd05,education,14,AKszJ,,,,AKszJ,AKszJ,École navale
FR,2022,https://openalex.org/I4210122570,Laboratory Evolution and Biological Diversity,02xh23b55,facility,14,3ERk0,,,,3ERk0,3ERk0,Laboratory Evolution and Biological Diversity
FR,2022,https://openalex.org/I4210143394,Pierre Fabre (France),04hdhz511,company,14,AQwHL,,,,AQwHL,AQwHL,Pierre Fabre (France)
FR,2019,https://openalex.org/I4210086955,Research Network on Electrochemical Energy Storage,00190j002,facility,14,,,,,,,Research Network on Electrochemical Energy Storage
FR,2021,https://openalex.org/I4210104752,Centre for Energy and Thermal Sciences of Lyon,01k383v05,facility,14,,,,,,,Centre for Energy and Thermal Sciences of Lyon
FR,2023,https://openalex.org/I4210087209,"Ecosystèmes, Biodiversité, Evolution",005fjj927,facility,14,s3C82,,,,s3C82,s3C82,"Ecosystèmes, Biodiversité, Evolution"
FR,2019,https://openalex.org/I4210088651,Ecophysiology and Grape Functional Genomics,004q3z910,facility,14,,,,,,,Ecophysiology and Grape Functional Genomics
FR,2020,https://openalex.org/I4210159433,Mondor Institute of Biomedical Research,04qe59j94,facility,14,75Aqw,,,,75Aqw,75Aqw,Mondor Institute of Biomedical Research
FR,2022,https://openalex.org/I4210144608,Centre de Recherche en Cancérologie de Marseille,0494jpz02,facility,14,V7aa3,,,,V7aa3,V7aa3,Centre de Recherche en Cancérologie de Marseille
FR,2019,https://openalex.org/I4210101176,IRT M2P,0199zgv94,facility,14,Bzf48,,,,Bzf48,Bzf48,IRT M2P
FR,2023,https://openalex.org/I4210090575,Laboratoire Ingénierie des Fluides Systèmes Énergétiques,00awn3k11,facility,14,,,,,,,Laboratoire Ingénierie des Fluides Systèmes Énergétiques
FR,2021,https://openalex.org/I154490720,École Nationale d'Ingénieurs de Saint-Étienne,017cfeh02,education,14,7s7yT,7s7yT,fWJJA,iq0rG,fWJJA,fWJJA,Centrale Lyon
FR,2020,https://openalex.org/I4210133140,Institut Lumière Matière,0323bey33,facility,14,4P6fm,,,,4P6fm,4P6fm,Institut Lumière Matière
FR,2023,https://openalex.org/I4210154333,Archéorient,059xs3104,facility,14,6Gib9,,,,6Gib9,6Gib9,Archéorient
FR,2023,https://openalex.org/I4210123167,Biologie des Oiseaux et Aviculture,02y3mfk39,facility,14,,,,,,,Biologie des Oiseaux et Aviculture
FR,2020,https://openalex.org/I4210130800,Groupe de Physique des Matériaux,03c2k2909,facility,14,,,,,,,Groupe de Physique des Matériaux
FR,2023,https://openalex.org/I4210090627,Lille’s Cardiology Hospital,000z46s85,healthcare,14,,,,,,,Lille’s Cardiology Hospital
FR,2019,https://openalex.org/I4210144608,Centre de Recherche en Cancérologie de Marseille,0494jpz02,facility,14,V7aa3,,,,V7aa3,V7aa3,Centre de Recherche en Cancérologie de Marseille
FR,2018,https://openalex.org/I4210107368,Institut Jean-Pierre Bourgin,01wqd6v19,facility,14,i748e,,,,i748e,i748e,Institut Jean-Pierre Bourgin
FR,2021,https://openalex.org/I4210166168,Laboratory of Therapeutic Applications of Ultrasound,059eam965,facility,14,,,,,,,Laboratory of Therapeutic Applications of Ultrasound
FR,2019,https://openalex.org/I4210103272,Institut d'Astrophysique Spatiale,014p8mr66,facility,14,,,,,,,Institut d'Astrophysique Spatiale
FR,2021,https://openalex.org/I4210103272,Institut d'Astrophysique Spatiale,014p8mr66,facility,14,,,,,,,Institut d'Astrophysique Spatiale
FR,2019,https://openalex.org/I4210147048,Infectiologie Animale et Santé Publique,0454zjr22,facility,14,,,,,,,Infectiologie Animale et Santé Publique
FR,2023,https://openalex.org/I4210145605,"Institute of Mineralogy, Materials Physics and Cosmochemistry",05abgg682,facility,14,,,,,,,"Institute of Mineralogy, Materials Physics and Cosmochemistry"
FR,2023,https://openalex.org/I4210095510,Centre d'Etudes Biologiques de Chizé,00s8hq550,facility,14,EVKf2,,,,EVKf2,EVKf2,Centre d'Etudes Biologiques de Chizé
FR,2019,https://openalex.org/I4210096006,IRT Jules Verne,00qxv3c44,facility,14,eYs8j,,,,eYs8j,eYs8j,IRT Jules Verne
FR,2023,https://openalex.org/I4210087077,Neurodegeneratives Diseases Institute,001695n52,facility,14,,,,,,,Neurodegeneratives Diseases Institute
FR,2018,https://openalex.org/I4210113448,Institut Laue-Langevin,01xtjs520,facility,14,zk4ZN,,,,zk4ZN,zk4ZN,Institut Laue-Langevin
FR,2023,https://openalex.org/I4210094080,ESME - École d’ingénieurs pluridisciplinaires,00nf3nv81,education,14,NxIiH,,,,NxIiH,NxIiH,École spéciale de mécanique et d'électricité
FR,2021,https://openalex.org/I4210166768,Tenon Hospital,05h5v3c50,healthcare,14,,,,,,,Tenon Hospital
FR,2019,https://openalex.org/I4210110888,Laboratoire d'Ingénierie des Systèmes Biologiques et des Procédés,01yypjb30,facility,14,,,,,,,Laboratoire d'Ingénierie des Systèmes Biologiques et des Procédés
FR,2023,https://openalex.org/I4210111246,Matériaux Ingénierie et Science,01rnfhz46,facility,14,,,,,,,Matériaux Ingénierie et Science
FR,2022,https://openalex.org/I4210143235,Unité Matériaux et Transformations,03q99v794,facility,14,8188q,,,,8188q,8188q,Unité Matériaux et Transformations
FR,2020,https://openalex.org/I2799502834,Beaujon Hospital,03jyzk483,healthcare,14,UiSO1,,,,UiSO1,UiSO1,Beaujon Hospital
FR,2021,https://openalex.org/I4210127723,Direction des énergies,03cwzta72,government,14,,,,,,,Direction des énergies
FR,2022,https://openalex.org/I4210158426,Biogéosciences,04mzqjs78,facility,14,,,,,,,Biogéosciences
FR,2018,https://openalex.org/I4210122116,Fondation Ophtalmologique Adolphe de Rothschild,02mdxv534,healthcare,14,jAdY5,,,,jAdY5,jAdY5,Fondation Ophtalmologique Adolphe de Rothschild
FR,2021,https://openalex.org/I4210165010,Laboratoire des Biomolécules,05vd6h165,facility,14,nM9G7,,,,nM9G7,nM9G7,Laboratoire des Biomolécules
FR,2022,https://openalex.org/I4210149681,"Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés",04pfm5x27,facility,14,rqh8K,,,,rqh8K,rqh8K,"Travaux et Recherches Archéologiques sur les Cultures, les Espaces et les Sociétés"
FR,2019,https://openalex.org/I4210093936,Center for Particle Physics of Marseilles,00fw8bp86,facility,14,SZjPT,,,,SZjPT,SZjPT,Center for Particle Physics of Marseilles
FR,2019,https://openalex.org/I4210144610,Hôpital Saint-Louis,049am9t04,healthcare,14,WdYRE,,,,WdYRE,WdYRE,Hôpital Saint-Louis
FR,2022,https://openalex.org/I4210150244,Centre de Robotique Intégrée d'Ile de France,05denqv03,facility,14,,,,,,,Centre de Robotique Intégrée d'Ile de France
FR,2020,https://openalex.org/I4210112165,Laboratoire Roberval,023ffhx15,facility,13,hgNGf,,,,hgNGf,hgNGf,Laboratoire Roberval
FR,2022,https://openalex.org/I3130945570,Université Bordeaux-Montaigne,03pbgwk21,education,13,Mz90U,,,XeJDw,Mz90U,Mz90U,Université Bordeaux Montaigne
FR,2023,https://openalex.org/I4210113448,Institut Laue-Langevin,01xtjs520,facility,13,zk4ZN,,,,zk4ZN,zk4ZN,Institut Laue-Langevin
FR,2018,https://openalex.org/I4210142311,Excelia Business School,051gb6s93,education,13,gFP1V,,,,gFP1V,gFP1V,Excelia Group
FR,2021,https://openalex.org/I4210123877,Centre Hospitalier de Troyes,02vm0aw48,healthcare,13,,,,,,,Centre Hospitalier de Troyes
FR,2019,https://openalex.org/I4210093696,"Laboratoire Complexité, Innovation et Activités Motrices et Sportives",00k3ph542,facility,13,q5gc5,,,,q5gc5,q5gc5,"Laboratoire Complexité, Innovation et Activités Motrices et Sportives"
FR,2020,https://openalex.org/I4210138474,"Chemistry And Interdisciplinarité, Synthesis, Analyze, Modeling",04ysg2a58,facility,13,6065l,,,,6065l,6065l,"Chemistry And Interdisciplinarité, Synthesis, Analyze, Modeling"
FR,2022,https://openalex.org/I4210095243,La Ligue Contre le Cancer,00rkrv905,nonprofit,13,J7v4t,,,,J7v4t,J7v4t,La Ligue Contre le Cancer
FR,2019,https://openalex.org/I4210117989,Direction de la Recherche Technologique,02ggzyd20,government,13,,,,,,,Direction de la Recherche Technologique
FR,2018,https://openalex.org/I4210138837,Fonctions Optiques pour les Technologies de l’information,03yn94905,facility,13,MN49C,,,,MN49C,MN49C,Fonctions Optiques pour les Technologies de l’information
FR,2020,https://openalex.org/I4210103531,DMS Imaging (France),01336q621,company,13,,,,,,,DMS Imaging (France)
FR,2018,https://openalex.org/I4210159180,"Laboratoire Techniques, Territoires et Sociétés",05fc1hn07,facility,13,,,,,,,"Laboratoire Techniques, Territoires et Sociétés"
FR,2018,https://openalex.org/I4210117673,Research Institute on the Foundations of Computer Science,02krdtz55,facility,13,1jy48,,,,1jy48,1jy48,Research Institute on the Foundations of Computer Science
FR,2018,https://openalex.org/I2945610430,Naval Hydrographic and Oceanographic Service,01nre9703,government,13,WvkK5,,,,WvkK5,WvkK5,Service hydrographique et océanographique de la marine
FR,2023,https://openalex.org/I4210114269,ArcelorMittal (France),024xs2z82,company,13,,,,,,,ArcelorMittal (France)
FR,2023,https://openalex.org/I4210137831,French Pork and Pig Institute,03sbftg39,other,13,,,,,,,French Pork and Pig Institute
FR,2023,https://openalex.org/I4210160287,Laboratoire de Linguistique et Didactique des Langues Etrangères et Maternelles,05588ks88,facility,13,DFVaX,,,,DFVaX,DFVaX,Laboratoire de Linguistique et Didactique des Langues Etrangères et Maternelles
FR,2019,https://openalex.org/I4210092492,Institut des Sciences Analytiques et de Physico-Chimie pour l'Environnement et les Matériaux,00222yk13,facility,13,u7Ne1,,,,u7Ne1,u7Ne1,Institut des Sciences Analytiques et de Physico-Chimie pour l'Environnement et les Matériaux
FR,2023,https://openalex.org/I4210091947,Grenoble Applied Economics Lab,00fwjkb59,facility,13,,,,,,,Grenoble Applied Economics Lab
FR,2018,https://openalex.org/I4210099530,IPAG Business School,00w56r274,education,13,42F7G,,,,42F7G,42F7G,IPAG Business School
