institution_country_code,year,institution_id,institution_display_name,institution_ror,institution_type,nb,id_paysage_init,id_paysage__init,id_paysage_corr,id_paysage_RGP,id_paysage,id_paysage_actuel,uo_lib
FR,2018,https://openalex.org/I4210121220,Institute of Environmental Geosciences,01wwcfa26,facility,30,VP7X3,,,,VP7X3,VP7X3,Institute of Environmental Geosciences
FR,2018,https://openalex.org/I92834545,Rennes School of Business,02f08fz18,education,30,8CElz,,,,8CElz,8CElz,Rennes School of Business
FR,2021,https://openalex.org/I4210166914,École Nationale des Travaux Publics de l'État,05r0ccb59,education,30,56aH3,,,iq0rG,56aH3,56aH3,École nationale des travaux publics de l'État
FR,2022,https://openalex.org/I4210135308,Servier (France),034e7c066,company,30,kPbW5,,,,kPbW5,kPbW5,Servier (France)
FR,2023,https://openalex.org/I119865316,École Nationale d'Ingénieurs de Tarbes,01fdvj254,education,30,MHneW,,,4a8B2,MHneW,u82xd,Université de technologie Tarbes Occitanie Pyrénées
FR,2019,https://openalex.org/I4210144844,Laboratoire d’Analyse et de Mathématiques Appliquées,0581g8849,facility,30,Jx0n5,,,,Jx0n5,Jx0n5,Laboratoire d’Analyse et de Mathématiques Appliquées
FR,2022,https://openalex.org/I4210087136,"Savoirs, Textes, Langage",003fs1j49,facility,30,ZA6yI,,,,ZA6yI,ZA6yI,"Savoirs, Textes, Langage"
FR,2020,https://openalex.org/I4210116740,Laboratory of Computer Science and Automatic Control for Systems,02b5vq778,facility,30,,,,,,,Laboratory of Computer Science and Automatic Control for Systems
FR,2022,https://openalex.org/I4210099530,IPAG Business School,00w56r274,education,30,42F7G,,,,42F7G,42F7G,IPAG Business School
FR,2021,https://openalex.org/I4210117221,Eiffage (France),02fb00x56,company,30,,,,,,,Eiffage (France)
FR,2020,https://openalex.org/I4210165709,Philips (France),05jz46060,company,30,,,,,,,Philips (France)
FR,2022,https://openalex.org/I4210148006,Process Engineering for Environment and Food,05ngxmx20,facility,30,9JDcL,,,,9JDcL,9JDcL,Process Engineering for Environment and Food
FR,2020,https://openalex.org/I4210106946,Centre Européen de Recherche et de Formation Avancée en Calcul Scientifique,02dzbc556,facility,30,uj3eV,,,,uj3eV,uj3eV,Centre Européen de Recherche et de Formation Avancée en Calcul Scientifique
FR,2023,https://openalex.org/I4210165077,Imagine Institute for Genetic Diseases,05rq3rb55,facility,30,4Hc7x,,,,4Hc7x,4Hc7x,Imagine Institute for Genetic Diseases
FR,2021,https://openalex.org/I4210149024,Laboratoire de Mécanique des Fluides et d'Acoustique,04dxeze48,facility,30,0y7PL,,,,0y7PL,0y7PL,Laboratoire de Mécanique des Fluides et d'Acoustique
FR,2021,https://openalex.org/I4210110881,Centre Eugène Marquis,01yezas83,facility,30,blTLw,,,,blTLw,blTLw,Centre Eugène Marquis
FR,2022,https://openalex.org/I3019244752,CEA LITEN,01mbz8562,government,30,5xcfw,,,,5xcfw,5xcfw,CEA LITEN
FR,2019,https://openalex.org/I162346809,Institut National des Langues et Civilisations Orientales,023zg8w32,education,30,Dk1Th,,,,Dk1Th,Dk1Th,Institut national des langues et civilisations orientales
FR,2019,https://openalex.org/I4210094701,Centre for Material Forming,00qm1ye08,facility,30,KEauK,,,,KEauK,KEauK,Centre for Material Forming
FR,2022,https://openalex.org/I170138621,Atos (France),015w2wb33,company,30,IxdAw,,,,IxdAw,IxdAw,Atos (France)
FR,2020,https://openalex.org/I4210133036,Laboratory Materials and Quantum Phenomena,02p3et738,facility,30,,,,,,,Laboratory Materials and Quantum Phenomena
FR,2019,https://openalex.org/I4210143287,B-com Institute of Research and Technology,03cejhk28,facility,30,crALB,,,,crALB,crALB,B-com Institute of Research and Technology
FR,2020,https://openalex.org/I4210092322,Centre de Recherche des Cordeliers,00dmms154,facility,30,5y7RZ,,,,5y7RZ,5y7RZ,Centre de Recherche des Cordeliers
FR,2023,https://openalex.org/I4210131537,Montpellier Business School,037tw3m02,education,30,5HerM,,,,5HerM,5HerM,MBS
FR,2019,https://openalex.org/I4210115729,Laboratoire Aimé Cotton,021xexe56,facility,30,2C0hV,,,,2C0hV,2C0hV,Laboratoire Aimé Cotton
FR,2019,https://openalex.org/I4210095477,Centre Hospitalier Universitaire de Tours,00jpq0w62,healthcare,30,PfYcs,,,,PfYcs,PfYcs,Centre Hospitalier Universitaire de Tours
FR,2020,https://openalex.org/I83860666,Hautes Études Commerciales de Paris,0423jsj19,education,30,2rXuC,,,,2rXuC,2rXuC,École des hautes études commerciales de Paris
FR,2020,https://openalex.org/I4210140335,Institute of Cancer Research of Montpellier,03capj968,facility,30,,,,,,,Institute of Cancer Research of Montpellier
FR,2021,https://openalex.org/I4210091876,IMT Mines Albi,00bq8vv83,education,30,M4CZX,M4CZX,6Th4v,kYR50,6Th4v,6Th4v,Institut Mines-Télécom
FR,2023,https://openalex.org/I4210087880,Centre Hospitalier Universitaire de La Réunion,004dan487,healthcare,29,d825l,,,,d825l,d825l,Centre Hospitalier Universitaire de La Réunion
FR,2021,https://openalex.org/I4210128986,Laboratoire Charles Coulomb,02ftce284,facility,29,5A8E7,,,,5A8E7,5A8E7,Laboratoire Charles Coulomb
FR,2023,https://openalex.org/I4210092322,Centre de Recherche des Cordeliers,00dmms154,facility,29,5y7RZ,,,,5y7RZ,5y7RZ,Centre de Recherche des Cordeliers
FR,2022,https://openalex.org/I17606148,École Nationale Vétérinaire d'Alfort,04k031t90,education,29,LllIv,,,6g0Mb,LllIv,LllIv,École nationale vétérinaire d'Alfort
FR,2023,https://openalex.org/I4210087306,Laboratoire de Météorologie Dynamique,000ehr937,facility,29,4vZw8,,,,4vZw8,4vZw8,Laboratoire de Météorologie Dynamique
FR,2019,https://openalex.org/I4210145979,Laboratoire de Conception et d'Intégration des Systèmes,04eg25g76,facility,29,85m3A,,,,85m3A,85m3A,Laboratoire de Conception et d'Intégration des Systèmes
FR,2018,https://openalex.org/I4210095736,"Laboratoire d'Électronique, Antennes et Télécommunications",00ah32k04,facility,29,,,,,,,"Laboratoire d'Électronique, Antennes et Télécommunications"
FR,2022,https://openalex.org/I4210137748,Laboratoire Motricité Humaine Éducation Sport Santé,03fd87035,facility,29,Ur5U2,,,,Ur5U2,Ur5U2,Laboratoire Motricité Humaine Éducation Sport Santé
FR,2018,https://openalex.org/I4210089347,École Supérieure des Technologies Industrielles Avancées,008kvxw43,education,29,WsNr7,,,,WsNr7,WsNr7,École supérieure des technologies industrielles avancées
FR,2020,https://openalex.org/I58581550,Institut Polytechnique des Sciences Avancées,050r7zc91,education,29,f2wCi,,,,f2wCi,f2wCi,Institut polytechnique des sciences avancées
FR,2021,https://openalex.org/I4210117271,Laboratoire Cognitions Humaine et Artificielle,02k8f5n40,facility,29,,,,,,,Laboratoire Cognitions Humaine et Artificielle
FR,2022,https://openalex.org/I4210113448,Institut Laue-Langevin,01xtjs520,facility,29,zk4ZN,,,,zk4ZN,zk4ZN,Institut Laue-Langevin
FR,2018,https://openalex.org/I4210143836,Clermont Université,03yf5zr20,education,29,sQKa8,,,,sQKa8,,Clermont Université
FR,2019,https://openalex.org/I4210117221,Eiffage (France),02fb00x56,company,29,,,,,,,Eiffage (France)
FR,2022,https://openalex.org/I4210135272,Hôpital Paris Saint-Joseph,046bx1082,healthcare,29,569az,,,,569az,569az,Hôpital Paris Saint-Joseph
FR,2021,https://openalex.org/I4210118101,SoftBank Robotics (France),02msvh720,company,29,,,,,,,SoftBank Robotics (France)
FR,2020,https://openalex.org/I4210118047,Laboratoire d’Imagerie Biomédicale,02b9znm90,facility,29,e4it1,,,,e4it1,e4it1,Laboratoire d’Imagerie Biomédicale
FR,2018,https://openalex.org/I4210141222,Laboratory of Subatomic Physics and Cosmology,03f0apy98,facility,29,,,,,,,Laboratory of Subatomic Physics and Cosmology
FR,2021,https://openalex.org/I4210115482,Laboratory of Microstructure Studies and Mechanics of Materials,01nyrrx14,facility,29,,,,,,,Laboratory of Microstructure Studies and Mechanics of Materials
FR,2023,https://openalex.org/I4210136458,Institut des NanoSciences de Paris,03t2f0a12,facility,29,1V31p,,,,1V31p,1V31p,Institut des NanoSciences de Paris
FR,2019,https://openalex.org/I4210129871,Institut des Sciences du Mouvement Etienne-Jules Marey,03tncyc93,facility,29,SAs3u,,,,SAs3u,SAs3u,Institut des Sciences du Mouvement Etienne-Jules Marey
FR,2020,https://openalex.org/I1288880153,Hôpital Necker-Enfants Malades,05tr67282,healthcare,29,wTTg1,,,,wTTg1,wTTg1,Hôpital Necker-Enfants Malades
FR,2020,https://openalex.org/I4210122080,Laboratoire des Systèmes Perceptifs,030za3c40,facility,29,CJJ2Z,,,,CJJ2Z,CJJ2Z,Laboratoire des Systèmes Perceptifs
FR,2019,https://openalex.org/I4210130800,Groupe de Physique des Matériaux,03c2k2909,facility,29,,,,,,,Groupe de Physique des Matériaux
FR,2018,https://openalex.org/I2802106081,Observatory of Strasbourg,04xsj2p07,facility,29,Lkk13,,,,Lkk13,Lkk13,Observatory of Strasbourg
FR,2018,https://openalex.org/I2801360556,Saclay Nuclear Research Centre,01fv25t22,facility,29,,,,,,,Saclay Nuclear Research Centre
FR,2018,https://openalex.org/I4210133183,Institute of Chemistry of Clermont-Ferrand,045qszf23,facility,29,BQXlG,,,,BQXlG,BQXlG,Institute of Chemistry of Clermont-Ferrand
FR,2018,https://openalex.org/I234216984,Université Nantes Angers Le Mans,0406t3m57,education,29,ThxrC,,,,ThxrC,,Université Nantes Angers Le Mans
FR,2022,https://openalex.org/I2801203653,Centre hospitalier national d'ophtalmologie des Quinze-Vingts,024v1ns19,healthcare,29,h8K5l,,,,h8K5l,h8K5l,Centre hospitalier national d'ophtalmologie des Quinze-Vingts
FR,2019,https://openalex.org/I4210113668,Direction de la Recherche Fondamentale,01yvj5k91,facility,29,,,,,,,Direction de la Recherche Fondamentale
FR,2021,https://openalex.org/I4210113448,Institut Laue-Langevin,01xtjs520,facility,29,zk4ZN,,,,zk4ZN,zk4ZN,Institut Laue-Langevin
FR,2023,https://openalex.org/I4210144798,Institut Supérieur de Mécanique de Paris,04dtfqt68,facility,29,OYA17,,,G63n4,OYA17,OYA17,ISAE-Supméca
FR,2022,https://openalex.org/I2945610430,Naval Hydrographic and Oceanographic Service,01nre9703,government,29,WvkK5,,,,WvkK5,WvkK5,Service hydrographique et océanographique de la marine
FR,2022,https://openalex.org/I4210159433,Mondor Institute of Biomedical Research,04qe59j94,facility,29,75Aqw,,,,75Aqw,75Aqw,Mondor Institute of Biomedical Research
FR,2022,https://openalex.org/I91720666,École Supérieure des Sciences Commerciales d’Angers,04kkyet53,education,29,19ezc,,,,19ezc,19ezc,École supérieure des sciences commerciales d'Angers
FR,2020,https://openalex.org/I2801296886,Naval Academy Research Institute,01v6shv96,facility,29,,,,,,,Naval Academy Research Institute
FR,2022,https://openalex.org/I4210162694,Supergrid Institute,05wsx4f18,facility,29,847st,,,,847st,847st,Supergrid Institute
FR,2020,https://openalex.org/I2800958632,Institut des Nanotechnologies de Lyon,04jsk0b74,facility,29,,,,,,,Institut des Nanotechnologies de Lyon
FR,2019,https://openalex.org/I2799857465,Laboratory of Solid State Physics,02dyaew97,facility,29,,,,,,,Laboratory of Solid State Physics
FR,2021,https://openalex.org/I4210102928,Hôpital Saint-Antoine,01875pg84,healthcare,29,8adt4,,,,8adt4,8adt4,Hôpital Saint-Antoine
FR,2018,https://openalex.org/I162346809,Institut National des Langues et Civilisations Orientales,023zg8w32,education,29,Dk1Th,,,,Dk1Th,Dk1Th,Institut national des langues et civilisations orientales
FR,2019,https://openalex.org/I4210096615,"Groupe de Recherche en Droit, Économie, Gestion",00rfccx09,facility,29,,,,,,,"Groupe de Recherche en Droit, Économie, Gestion"
FR,2018,https://openalex.org/I4210104684,VetAgro Sup,01c7wz417,education,29,5cuYU,,,iq0rG,5cuYU,5cuYU,Vet Agro Sup
FR,2018,https://openalex.org/I3019244752,CEA LITEN,01mbz8562,government,29,5xcfw,,,,5xcfw,5xcfw,CEA LITEN
FR,2020,https://openalex.org/I4210087136,"Savoirs, Textes, Langage",003fs1j49,facility,29,ZA6yI,,,,ZA6yI,ZA6yI,"Savoirs, Textes, Langage"
FR,2020,https://openalex.org/I3018323443,Centre Hospitalier Universitaire de Bordeaux,01hq89f96,healthcare,29,y6vA7,,,,y6vA7,y6vA7,Centre Hospitalier Universitaire de Bordeaux
FR,2020,https://openalex.org/I4210100279,Centre de Biochimie Structurale,0189yvq06,facility,29,3TJL1,,,,3TJL1,3TJL1,Centre de Biochimie Structurale
FR,2022,https://openalex.org/I92834545,Rennes School of Business,02f08fz18,education,29,8CElz,,,,8CElz,8CElz,Rennes School of Business
FR,2022,https://openalex.org/I4210165077,Imagine Institute for Genetic Diseases,05rq3rb55,facility,29,4Hc7x,,,,4Hc7x,4Hc7x,Imagine Institute for Genetic Diseases
FR,2023,https://openalex.org/I4210105151,Laboratoire de Physique Nucléaire et de Hautes Énergies,01hg8p552,facility,29,M1y69,,,,M1y69,M1y69,Laboratoire de Physique Nucléaire et de Hautes Énergies
FR,2020,https://openalex.org/I4210097156,Laboratory of Computational and Quantitative Biology,00pcqj134,facility,29,8RQj3,,,,8RQj3,8RQj3,Laboratory of Computational and Quantitative Biology
FR,2018,https://openalex.org/I4210116526,Laboratoire de Psychologie Sociale et Cognitive,01t4k8953,facility,29,DkzFk,,,,DkzFk,DkzFk,Laboratoire de Psychologie Sociale et Cognitive
FR,2018,https://openalex.org/I4210113730,Météo-France,0233st365,other,29,6B2w8,,,,6B2w8,6B2w8,Météo-France
FR,2019,https://openalex.org/I4210102928,Hôpital Saint-Antoine,01875pg84,healthcare,29,8adt4,,,,8adt4,8adt4,Hôpital Saint-Antoine
FR,2020,https://openalex.org/I4210153851,Unité de Modélisation Mathématique et Informatique des Systèmes Complexes,053kxkj53,facility,29,,,,,,,Unité de Modélisation Mathématique et Informatique des Systèmes Complexes
FR,2020,https://openalex.org/I4210105651,Laboratoire Traitement du Signal et de l'Image,01f1amm71,facility,29,,,,,,,Laboratoire Traitement du Signal et de l'Image
FR,2019,https://openalex.org/I4210086977,"Astrophysique, Instrumentation et Modélisation",0015h8611,facility,29,qiO4O,,,,qiO4O,qiO4O,"Astrophysique, Instrumentation et Modélisation"
FR,2020,https://openalex.org/I4210157108,European Institute for Marine Studies,04pfr1b11,facility,28,xCylz,,,,xCylz,xCylz,European Institute for Marine Studies
FR,2021,https://openalex.org/I4210133716,Institut Jean Le Rond d'Alembert,043we9s22,facility,28,a2mYv,,,,a2mYv,a2mYv,Institut Jean Le Rond d'Alembert
FR,2022,https://openalex.org/I4210135853,Laboratoire Vision Action Cognition,03saykv37,facility,28,,,,,,,Laboratoire Vision Action Cognition
FR,2020,https://openalex.org/I4210106090,Institut de Cancérologie de l'Ouest,01m6as704,healthcare,28,K22L4,,,,K22L4,K22L4,Institut de Cancérologie de l'Ouest
FR,2019,https://openalex.org/I4210098463,Center for Research and Interdisciplinarity,00zbj9525,facility,28,77d65,,,,77d65,77d65,Center for Research and Interdisciplinarity
FR,2020,https://openalex.org/I4210101176,IRT M2P,0199zgv94,facility,28,Bzf48,,,,Bzf48,Bzf48,IRT M2P
FR,2018,https://openalex.org/I4210109968,Laboratoire de Chimie Physique,016r2hq43,facility,28,,,,,,,Laboratoire de Chimie Physique
FR,2019,https://openalex.org/I4210104963,Complexe de Recherche Interprofessionnel en Aérothermochimie,01k1ngp50,facility,28,,,,,,,Complexe de Recherche Interprofessionnel en Aérothermochimie
FR,2021,https://openalex.org/I4210159433,Mondor Institute of Biomedical Research,04qe59j94,facility,28,75Aqw,,,,75Aqw,75Aqw,Mondor Institute of Biomedical Research
FR,2019,https://openalex.org/I4210097193,Health Technologies,012hpz460,government,28,,,,,,,Health Technologies
FR,2023,https://openalex.org/I4210131356,Centre Oscar Lambret,03xfq7a50,healthcare,28,,,,,,,Centre Oscar Lambret
FR,2018,https://openalex.org/I4210086158,Laboratoire Réactions et Génie des Procédés,00p6sn362,facility,28,ulQ74,,,,ulQ74,ulQ74,Laboratoire Réactions et Génie des Procédés
FR,2019,https://openalex.org/I4210105943,Institut des Sciences de l'Evolution de Montpellier,01cah1n37,facility,28,0r98H,,,,0r98H,0r98H,Institut des Sciences de l'Evolution de Montpellier
FR,2022,https://openalex.org/I66456633,University of Nîmes,044t4x544,education,28,HAU8L,,,M2Z5a,HAU8L,HAU8L,Université de Nîmes
FR,2023,https://openalex.org/I4210127141,French National Institute for Industrial Environment and Risks,034yrjf77,facility,28,86H3P,,,,86H3P,86H3P,Institut national de l'environnement industriel et des risques
FR,2021,https://openalex.org/I4210144844,Laboratoire d’Analyse et de Mathématiques Appliquées,0581g8849,facility,28,Jx0n5,,,,Jx0n5,Jx0n5,Laboratoire d’Analyse et de Mathématiques Appliquées
FR,2022,https://openalex.org/I4210137815,Naval Group (France),03rks9355,company,28,6428g,,,,6428g,6428g,Naval Group (France)
FR,2021,https://openalex.org/I4210087602,Laboratoire de Génie Chimique,003jnac13,facility,28,7PNgK,,,,7PNgK,7PNgK,Laboratoire de Génie Chimique
FR,2020,https://openalex.org/I2801766991,Institut d'Astrophysique de Paris,022bnxw24,facility,28,69R6a,,,,69R6a,69R6a,Institut d'Astrophysique de Paris
FR,2022,https://openalex.org/I4210106090,Institut de Cancérologie de l'Ouest,01m6as704,healthcare,28,K22L4,,,,K22L4,K22L4,Institut de Cancérologie de l'Ouest
FR,2019,https://openalex.org/I4210165452,Research Institute in Astrophysics and Planetology,05hm2ja81,facility,28,gDaS5,,,,gDaS5,gDaS5,Research Institute in Astrophysics and Planetology
FR,2018,https://openalex.org/I4210145605,"Institute of Mineralogy, Materials Physics and Cosmochemistry",05abgg682,facility,28,,,,,,,"Institute of Mineralogy, Materials Physics and Cosmochemistry"
FR,2020,https://openalex.org/I4210104796,Camille Jordan Institute,01ekw7f87,education,28,FNCg4,,,,FNCg4,FNCg4,Camille Jordan Institute
FR,2021,https://openalex.org/I4210149887,Marine Biodiversity Exploitation and Conservation,049dk3691,facility,28,4Q3eS,,,,4Q3eS,4Q3eS,Marine Biodiversity Exploitation and Conservation
FR,2019,https://openalex.org/I4210117271,Laboratoire Cognitions Humaine et Artificielle,02k8f5n40,facility,28,,,,,,,Laboratoire Cognitions Humaine et Artificielle
FR,2019,https://openalex.org/I59807433,University of Lille Nord de France,03btvgn05,education,28,IZ3tY,,,U8a0v,IZ3tY,U8a0v,Université de Lille
FR,2020,https://openalex.org/I4210165077,Imagine Institute for Genetic Diseases,05rq3rb55,facility,28,4Hc7x,,,,4Hc7x,4Hc7x,Imagine Institute for Genetic Diseases
FR,2019,https://openalex.org/I4210166226,Institut Fourier,05rwrfh97,facility,28,HTuXW,,,,HTuXW,HTuXW,Institut Fourier
FR,2022,https://openalex.org/I4210111246,Matériaux Ingénierie et Science,01rnfhz46,facility,28,,,,,,,Matériaux Ingénierie et Science
FR,2021,https://openalex.org/I4210096615,"Groupe de Recherche en Droit, Économie, Gestion",00rfccx09,facility,28,,,,,,,"Groupe de Recherche en Droit, Économie, Gestion"
FR,2022,https://openalex.org/I4210142595,Maison des Sciences de l’Homme de Dijon,04ejcwb57,facility,28,,,,,,,Maison des Sciences de l’Homme de Dijon
FR,2023,https://openalex.org/I2800921988,Pasteur Institute of Lille,05k9skc85,facility,28,5FlTZ,,,,5FlTZ,5FlTZ,Institut Pasteur de Lille
FR,2021,https://openalex.org/I4210125595,Laboratoire de Physique des deux infinis Bordeaux,034a4bk84,facility,28,VD1R1,,,,VD1R1,VD1R1,Laboratoire de Physique des deux infinis Bordeaux
FR,2018,https://openalex.org/I4210128309,Center for Training and Research in MathematIcs and Scientific Computing,03wct8w46,facility,28,a37dg,,,,a37dg,a37dg,Center for Training and Research in MathematIcs and Scientific Computing
FR,2019,https://openalex.org/I4210138126,"Genetics, Diversity and Ecophysiology of Cereals",04397qy32,facility,28,,,,,,,"Genetics, Diversity and Ecophysiology of Cereals"
FR,2022,https://openalex.org/I2799516425,Laboratoire d’Annecy de Physique des Particules,049nhh297,facility,28,9zJdx,,,,9zJdx,9zJdx,Laboratoire d’Annecy de Physique des Particules
FR,2020,https://openalex.org/I4210128986,Laboratoire Charles Coulomb,02ftce284,facility,28,5A8E7,,,,5A8E7,5A8E7,Laboratoire Charles Coulomb
FR,2021,https://openalex.org/I4210106090,Institut de Cancérologie de l'Ouest,01m6as704,healthcare,28,K22L4,,,,K22L4,K22L4,Institut de Cancérologie de l'Ouest
FR,2023,https://openalex.org/I4210086977,"Astrophysique, Instrumentation et Modélisation",0015h8611,facility,28,qiO4O,,,,qiO4O,qiO4O,"Astrophysique, Instrumentation et Modélisation"
FR,2020,https://openalex.org/I4210096615,"Groupe de Recherche en Droit, Économie, Gestion",00rfccx09,facility,28,,,,,,,"Groupe de Recherche en Droit, Économie, Gestion"
FR,2022,https://openalex.org/I4210125048,Cancer Research Center of Lyon,02mgw3155,facility,28,M78B4,,,,M78B4,M78B4,Cancer Research Center of Lyon
FR,2019,https://openalex.org/I4210136458,Institut des NanoSciences de Paris,03t2f0a12,facility,28,1V31p,,,,1V31p,1V31p,Institut des NanoSciences de Paris
FR,2021,https://openalex.org/I4210104684,VetAgro Sup,01c7wz417,education,28,5cuYU,,,iq0rG,5cuYU,5cuYU,Vet Agro Sup
FR,2020,https://openalex.org/I4210153175,Leprince-Ringuet Laboratory,058t6p923,facility,28,J9wix,,,,J9wix,J9wix,Leprince-Ringuet Laboratory
FR,2019,https://openalex.org/I3018075036,Sanofi (France),02n6c9837,company,28,fMTF4,,,,fMTF4,fMTF4,Sanofi (France)
FR,2019,https://openalex.org/I3019244752,CEA LITEN,01mbz8562,government,28,5xcfw,,,,5xcfw,5xcfw,CEA LITEN
FR,2018,https://openalex.org/I4210100260,Centre Hospitalier Universitaire de Nancy,016ncsr12,healthcare,28,WVf8h,,,,WVf8h,WVf8h,Centre Hospitalier Universitaire de Nancy
FR,2018,https://openalex.org/I4210095477,Centre Hospitalier Universitaire de Tours,00jpq0w62,healthcare,28,PfYcs,,,,PfYcs,PfYcs,Centre Hospitalier Universitaire de Tours
FR,2021,https://openalex.org/I4210139825,"Bases, Corpus, Langage",03mmb0d82,facility,28,,,,,,,"Bases, Corpus, Langage"
FR,2023,https://openalex.org/I4210116658,École Centrale d'Électronique,02k6n4s14,education,28,jKV15,,,,jKV15,jKV15,École centrale d'électronique
FR,2021,https://openalex.org/I2801296886,Naval Academy Research Institute,01v6shv96,facility,28,,,,,,,Naval Academy Research Institute
FR,2020,https://openalex.org/I68666633,Grenoble Ecole de Management,01h4fxd96,education,28,AL1dg,,,,AL1dg,AL1dg,Grenoble École de Management
FR,2021,https://openalex.org/I68666633,Grenoble Ecole de Management,01h4fxd96,education,28,AL1dg,,,,AL1dg,AL1dg,Grenoble École de Management
FR,2023,https://openalex.org/I47431100,Dassault Systèmes (France),038sc5x72,company,28,aOxKL,,,,aOxKL,aOxKL,Dassault Systèmes (France)
FR,2021,https://openalex.org/I4210108314,VeDeCoM Institute,01ssrp339,facility,28,,,,,,,VeDeCoM Institute
FR,2018,https://openalex.org/I4210088826,Centre d'Économie de la Sorbonne,006shqv80,facility,28,89V78,,,,89V78,89V78,Centre d'Économie de la Sorbonne
FR,2022,https://openalex.org/I138816502,University of Corsica Pascal Paoli,050ra0n32,education,28,NLCOF,,,,NLCOF,NLCOF,Université de Corse Pasquale Paoli
FR,2020,https://openalex.org/I4210156361,Verimag,05afmzm11,facility,28,5Rf8Y,,,,5Rf8Y,5Rf8Y,Verimag
FR,2021,https://openalex.org/I3017942884,Institut de Mathématiques de Jussieu-Paris Rive Gauche,03fk87k11,facility,28,,,,,,,Institut de Mathématiques de Jussieu-Paris Rive Gauche
FR,2020,https://openalex.org/I4210124615,Laboratoire Interdisciplinaire Carnot de Bourgogne,02b6c1039,facility,28,GLh4Y,,,,GLh4Y,GLh4Y,Laboratoire Interdisciplinaire Carnot de Bourgogne
FR,2023,https://openalex.org/I2899451211,Hubert Curien Pluridisciplinary Institute,01g3mb532,facility,28,3Kn73,,,,3Kn73,3Kn73,Hubert Curien Pluridisciplinary Institute
FR,2023,https://openalex.org/I4210159265,CS Communication & Systèmes (France),053hexc75,company,28,,,,,,,CS Communication & Systèmes (France)
FR,2020,https://openalex.org/I4210124937,Laboratoire des Sciences du Climat et de l'Environnement,03dsd0g48,facility,28,5HM3G,,,,5HM3G,5HM3G,Laboratoire des Sciences du Climat et de l'Environnement
FR,2021,https://openalex.org/I4210107682,Laboratoire National de Métrologie et d'Essais,01ph39d13,other,28,aMDHd,,,,aMDHd,aMDHd,Laboratoire National de Métrologie et d'Essais
FR,2018,https://openalex.org/I124261006,École Supérieure des Sciences Économiques et Commerciales,02dga6j42,other,28,5YWUA,,,G63n4,5YWUA,5YWUA,École supérieure des sciences économiques et commerciales
FR,2019,https://openalex.org/I4210092716,Santé Publique France,00dfw9p58,other,28,X3DyA,,,,X3DyA,X3DyA,Santé Publique France
FR,2019,https://openalex.org/I188626449,Lumière University Lyon 2,03rth4p18,education,28,CUBKB,,,iq0rG,CUBKB,CUBKB,Université Lumière - Lyon 2
FR,2022,https://openalex.org/I14285755,L'Oréal (France),00nb3j622,company,28,2ewi0,,,,2ewi0,2ewi0,L'Oréal (France)
FR,2023,https://openalex.org/I4210101176,IRT M2P,0199zgv94,facility,28,Bzf48,,,,Bzf48,Bzf48,IRT M2P
FR,2018,https://openalex.org/I4210137435,Interactions Corpus Apprentissage Représentations,04mn0nr69,facility,28,WFJ4B,,,,WFJ4B,WFJ4B,Interactions Corpus Apprentissage Représentations
FR,2020,https://openalex.org/I4210092774,Hôpital Cochin,00ph8tk69,healthcare,28,kFnzK,,,,kFnzK,kFnzK,Hôpital Cochin
FR,2019,https://openalex.org/I4210112930,Laboratoire Jean-Alexandre Dieudonné,0274zdr66,facility,28,,,,,,,Laboratoire Jean-Alexandre Dieudonné
FR,2023,https://openalex.org/I1288051870,Organisation For Economic Co-Operation and Development,0438wbg98,government,28,yfpA7,,,,yfpA7,yfpA7,Organisation For Economic Co-Operation and Development
FR,2019,https://openalex.org/I4210109354,Research Institute against Digestive Cancer,01xyqts46,facility,28,,,,,,,Research Institute against Digestive Cancer
FR,2023,https://openalex.org/I4210112951,"Centre for Processes, Renewable Energies and Energy Systems",01ydp2x12,facility,28,ehbv1,,,,ehbv1,ehbv1,"Centre for Processes, Renewable Energies and Energy Systems"
FR,2023,https://openalex.org/I4210163538,"Hôpital Civil, Strasbourg",05fkq4848,healthcare,28,,,,,,,"Hôpital Civil, Strasbourg"
FR,2019,https://openalex.org/I4210112333,Institut de Mathématiques de Bourgogne,021f0sa24,facility,28,KOHFS,,,,KOHFS,KOHFS,Institut de Mathématiques de Bourgogne
FR,2020,https://openalex.org/I181827316,Université Catholique de Lille,025s1b152,education,28,pgd9B,,,,pgd9B,pgd9B,Institut catholique de Lille
FR,2018,https://openalex.org/I4210157108,European Institute for Marine Studies,04pfr1b11,facility,28,xCylz,,,,xCylz,xCylz,European Institute for Marine Studies
FR,2021,https://openalex.org/I4210106617,Institute of Integrative Biology of the Cell,01fftxe08,facility,27,8craT,,,,8craT,8craT,Institute of Integrative Biology of the Cell
FR,2020,https://openalex.org/I1288283403,Georgia Tech Lorraine,02m5dy175,education,27,OgYMq,,,,OgYMq,OgYMq,Georgia Tech Lorraine
FR,2022,https://openalex.org/I4210112910,Centre Hospitalier Universitaire d'Angers,0250ngj72,healthcare,27,Op66N,,,,Op66N,Op66N,Centre Hospitalier Universitaire d'Angers
FR,2021,https://openalex.org/I4210087620,Cancer Research Center of Toulouse,003412r28,facility,27,7Uu6D,,,,7Uu6D,7Uu6D,Cancer Research Center of Toulouse
FR,2023,https://openalex.org/I120615911,Guerbet (France),0504sxa76,company,27,,,,,,,Guerbet (France)
